time,gps_x,gps_y,ai_speed,navigation_x,navigation_y,position_error
11.42,0.0,0.0,21.969290078100407,0.0,0.0,0.0
11.52,0.0,0.0,20.056395610705163,0.0,0.0,0.0
11.62,0.0,0.0,28.929392852403534,0.0,0.0,0.0
11.72,0.0,0.0,4.763572660357808,0.0,0.0,0.0
11.82,0.0,0.0,15.500263160672496,0.0,0.0,0.0
11.92,0.0,0.0,4.616316777547989,0.0,0.0,0.0
12.02,0.0,0.0,20.087753286253314,0.0,0.0,0.0
12.12,0.0,0.0,17.866033352216558,0.0,0.0,0.0
12.22,0.0,0.0,20.609483812719503,0.0,0.0,0.0
12.32,0.0,0.0,5.619013933851408,0.0,0.0,0.0
12.419,0.0,0.0,11.48696571689353,0.0,0.0,0.0
12.52,0.0,0.0,5.320073385552431,0.0,0.0,0.0
12.62,0.0,0.0,4.724174845339714,0.0,0.0,0.0
12.72,0.0,0.0,25.17699946189006,0.0,0.0,0.0
12.82,0.0,0.0,12.536550867955132,0.0,0.0,0.0
12.92,0.0,0.0,4.872342773298461,0.0,0.0,0.0
13.02,0.0,0.0,4.584616197837844,0.0,0.0,0.0
13.12,0.0,0.0,7.3503413225821035,0.0,0.0,0.0
13.22,0.0,0.0,8.506896342775072,0.0,0.0,0.0
13.32,0.0,0.0,4.649513122488745,0.0,0.0,0.0
13.42,0.0,0.0,34.07127591707757,0.0,0.0,0.0
13.52,0.0,0.0,8.035546335086241,0.0,0.0,0.0
13.619,0.0,0.0,8.234270130680708,0.0,0.0,0.0
13.72,0.0,0.0,10.620624155844714,0.0,0.0,0.0
13.82,0.0,0.0,7.364505724484823,0.0,0.0,0.0
13.92,0.0,0.0,27.490671971254937,0.0,0.0,0.0
14.02,0.0,0.0,4.706790754067693,0.0,0.0,0.0
14.12,0.0,0.0,19.00446277269721,0.0,0.0,0.0
14.221,0.0,0.0,20.108145321682763,0.0,0.0,0.0
14.32,0.0,0.0,8.236283640027395,0.0,0.0,0.0
14.42,0.0,0.0,27.503613715559077,0.0,0.0,0.0
14.52,0.0,0.0,5.017619957790936,0.0,0.0,0.0
14.62,0.0,0.0,7.331715904279678,0.0,0.0,0.0
14.72,0.0,0.0,19.176674040848955,0.0,0.0,0.0
14.822,0.0,0.0,10.717236311207479,0.0,0.0,0.0
14.92,0.0,0.0,15.666624500228135,0.0,0.0,0.0
15.02,0.0,0.0,20.83045666787819,0.0,0.0,0.0
15.12,0.0,0.0,14.48875687616219,0.0,0.0,0.0
15.219,0.0,0.0,19.441202463112052,0.0,0.0,0.0
15.32,0.0,0.0,13.85078427113192,0.0,0.0,0.0
15.421,0.0,0.0,6.4085175677847825,0.0,0.0,0.0
15.52,0.0,0.0,21.079666879399646,0.0,0.0,0.0
15.62,0.0,0.0,6.116297744484826,0.0,0.0,0.0
15.72,0.0,0.0,42.27759166653794,0.0,0.0,0.0
15.82,0.0,0.0,31.9357610460116,0.0,0.0,0.0
15.92,0.0,0.0,20.253005968747306,0.0,0.0,0.0
16.02,0.0,0.0,7.009419622548092,0.0,0.0,0.0
16.12,0.0,0.0,6.825856081032247,0.0,0.0,0.0
16.22,0.0,0.0,4.770699880708328,0.0,0.0,0.0
16.319,0.0,0.0,5.433170128260604,0.0,0.0,0.0
16.42,0.0,0.0,5.786438258937884,0.0,0.0,0.0
16.521,0.0,0.0,11.999003737422264,0.0,0.0,0.0
16.619,0.0,0.0,5.043515106626898,0.0,0.0,0.0
16.72,0.0,0.0,41.694473490271804,0.0,0.0,0.0
16.82,0.0,0.0,8.097365985923942,0.0,0.0,0.0
16.92,0.0,0.0,17.024731295521597,0.0,0.0,0.0
17.02,0.0,0.0,33.49683263522109,0.0,0.0,0.0
17.12,0.0,0.0,20.413974532528638,0.0,0.0,0.0
17.22,0.0,0.0,27.029086019546863,0.0,0.0,0.0
17.32,0.0,0.0,14.551330014578362,0.0,0.0,0.0
17.42,0.0,0.0,10.194549620427429,0.0,0.0,0.0
17.52,0.0,0.0,9.324108086831814,0.0,0.0,0.0
17.62,0.0,0.0,11.249595939915388,0.0,0.0,0.0
17.72,0.0,0.0,4.758913899187774,0.0,0.0,0.0
17.819,0.0,0.0,23.443820503263407,0.0,0.0,0.0
17.92,0.0,0.0,6.825138429543995,0.0,0.0,0.0
18.02,0.0,0.0,39.09132792422629,0.0,0.0,0.0
18.12,0.0,0.0,6.633610161799621,0.0,0.0,0.0
18.22,0.0,0.0,15.04909899419356,0.0,0.0,0.0
18.32,0.0,0.0,23.342067883858505,0.0,0.0,0.0
18.42,0.0,0.0,4.784247795760549,0.0,0.0,0.0
18.52,0.0,0.0,13.426987887645817,0.0,0.0,0.0
18.62,0.0,0.0,5.188222969093615,0.0,0.0,0.0
18.72,0.0,0.0,4.987035885646639,0.0,0.0,0.0
18.82,0.0,0.0,15.874528290507294,0.0,0.0,0.0
18.919,0.0,0.0,9.350151836356188,0.0,0.0,0.0
19.02,0.0,0.0,12.356076817856279,0.0,0.0,0.0
19.12,0.0,0.0,12.30871423988321,0.0,0.0,0.0
19.22,0.0,0.0,12.24594289753196,0.0,0.0,0.0
19.32,0.0,0.0,12.393728164577496,0.0,0.0,0.0
19.42,0.0,0.0,20.94818367386245,0.0,0.0,0.0
19.52,0.0,0.0,18.69109914080399,0.0,0.0,0.0
19.62,0.0,0.0,38.384547401355285,0.0,0.0,0.0
19.72,0.0,0.0,4.893648572459577,0.0,0.0,0.0
19.82,0.0,0.0,15.798990079718358,0.0,0.0,0.0
19.92,0.0,0.0,35.09782038981564,0.0,0.0,0.0
20.02,0.0,0.0,10.666056686414771,0.0,0.0,0.0
20.12,0.0,0.0,4.998718136559529,0.0,0.0,0.0
20.22,0.0,0.0,6.282452562890894,0.0,0.0,0.0
20.321,0.0,0.0,17.150214284796995,0.0,0.0,0.0
20.421,0.0,0.0,22.586335322959954,0.0,0.0,0.0
20.519,0.0,0.0,28.55219444596479,0.0,0.0,0.0
20.62,0.0,0.0,9.463305343674305,0.0,0.0,0.0
20.72,0.0,0.0,5.126368516897225,0.0,0.0,0.0
20.82,0.0,0.0,24.647397623591885,0.0,0.0,0.0
20.92,0.0,0.0,19.81912285279912,0.0,0.0,0.0
21.02,0.0,0.0,10.179906174769894,0.0,0.0,0.0
21.12,0.0,0.0,27.307220239486046,0.0,0.0,0.0
21.22,0.0,0.0,26.688736897096295,0.0,0.0,0.0
21.32,0.0,0.0,15.435281756679403,0.0,0.0,0.0
21.419,0.0,0.0,21.972369577421972,0.0,0.0,0.0
21.52,0.0,0.0,17.57399837729241,0.0,0.0,0.0
21.62,0.0,0.0,33.09676514875447,0.0,0.0,0.0
21.72,0.0,0.0,18.126417473464656,0.0,0.0,0.0
21.82,0.0,0.0,24.75450569780168,0.0,0.0,0.0
21.92,0.0,0.0,37.26621484493428,0.0,0.0,0.0
22.02,0.0,0.0,23.973692648547193,0.0,0.0,0.0
22.12,0.0,0.0,43.24529567893072,0.0,0.0,0.0
22.22,0.0,0.0,7.91516575879979,0.0,0.0,0.0
22.32,0.0,0.0,30.99793063667653,0.0,0.0,0.0
22.42,0.0,0.0,25.858929573103122,0.0,0.0,0.0
22.52,0.0,0.0,5.453001220876797,0.0,0.0,0.0
22.62,0.0,0.0,28.94902232410466,0.0,0.0,0.0
22.72,0.0,0.0,4.784247795760549,0.0,0.0,0.0
22.82,0.0,0.0,20.373580968508453,0.0,0.0,0.0
22.92,0.0,0.0,18.530176871623613,0.0,0.0,0.0
23.019,0.0,0.0,4.950430478749692,0.0,0.0,0.0
23.12,0.0,0.0,5.082716281950178,0.0,0.0,0.0
23.22,0.0,0.0,7.76402051394914,0.0,0.0,0.0
23.319,0.0,0.0,5.96018816657382,0.0,0.0,0.0
23.42,0.0,0.0,11.192205343938,0.0,0.0,0.0
23.52,0.0,0.0,7.286834367880313,0.0,0.0,0.0
23.62,0.0,0.0,4.649513122488745,0.0,0.0,0.0
23.72,0.0,0.0,21.829275338766635,0.0,0.0,0.0
23.819,0.0,0.0,21.25928769904003,0.0,0.0,0.0
23.92,0.0,0.0,11.492463060505004,0.0,0.0,0.0
24.02,0.0,0.0,7.083685580001527,0.0,0.0,0.0
24.12,0.0,0.0,19.998005768918617,0.0,0.0,0.0
24.22,0.0,0.0,24.900466017498765,0.0,0.0,0.0
24.32,0.0,0.0,9.370626645885986,0.0,0.0,0.0
24.42,0.0,0.0,19.279741498548603,0.0,0.0,0.0
24.52,0.0,0.0,19.299735600048063,0.0,0.0,0.0
24.62,0.0,0.0,28.507123615446012,0.0,0.0,0.0
24.72,0.0,0.0,56.67623054532264,0.0,0.0,0.0
24.82,0.0,0.0,36.201621335692614,0.0,0.0,0.0
24.92,0.0,0.0,5.007561852021597,0.0,0.0,0.0
25.02,0.0,0.0,56.96151669327125,0.0,0.0,0.0
25.12,0.0,0.0,61.41375445017512,0.0,0.0,0.0
25.22,0.0,0.0,38.11931332257782,0.0,0.0,0.0
25.319,0.0,0.0,37.58669766378569,0.0,0.0,0.0
25.419,0.0,0.0,28.721729472630845,0.0,0.0,0.0
25.52,0.0,0.0,36.591721797787024,0.0,0.0,0.0
25.62,0.0,0.0,49.41686935472168,0.0,0.0,0.0
25.72,0.0,0.0,52.54751027695533,0.0,0.0,0.0
25.82,0.0,0.0,31.073599627726534,0.0,0.0,0.0
25.921,0.0,0.0,50.759360036237275,0.0,0.0,0.0
26.02,0.0,0.0,31.239327836479028,0.0,0.0,0.0
26.119,0.0,0.0,32.01037605754076,0.0,0.0,0.0
26.22,0.0,0.0,7.746206763253522,0.0,0.0,0.0
26.32,0.0,0.0,38.01531741166323,0.0,0.0,0.0
26.42,0.0,0.0,36.16651239775792,0.0,0.0,0.0
26.52,0.0,0.0,47.4179899183486,0.0,0.0,0.0
26.619,0.0,0.0,35.014934574648215,0.0,0.0,0.0
26.72,0.0,0.0,15.42961353775577,0.0,0.0,0.0
26.82,0.0,0.0,34.16772757780743,0.0,0.0,0.0
26.92,0.0,0.0,24.88489375220419,0.0,0.0,0.0
27.02,0.0,0.0,24.164789006693205,0.0,0.0,0.0
27.12,0.0,0.0,27.596794131072485,0.0,0.0,0.0
27.22,0.0,0.0,25.75824200937372,0.0,0.0,0.0
27.32,0.0,0.0,26.897830449189943,0.0,0.0,0.0
27.42,0.0,0.0,23.17565041264106,0.0,0.0,0.0
27.52,0.0,0.0,24.104608992096242,0.0,0.0,0.0
27.62,0.0,0.0,22.640947717482536,0.0,0.0,0.0
27.719,0.0,0.0,23.516346566265444,0.0,0.0,0.0
27.82,0.0,0.0,30.3748010531847,0.0,0.0,0.0
27.92,0.0,0.0,21.590414925899108,0.0,0.0,0.0
28.02,0.0,0.0,29.554499769052203,0.0,0.0,0.0
28.12,0.0,0.0,21.790246535308707,0.0,0.0,0.0
28.219,0.0,0.0,23.943757947444457,0.0,0.0,0.0
28.32,0.0,0.0,25.372524607937972,0.0,0.0,0.0
28.42,0.0,0.0,21.866712582985347,0.0,0.0,0.0
28.521,0.0,0.0,21.86176861217362,0.0,0.0,0.0
28.62,0.0,0.0,21.79484770380465,0.0,0.0,0.0
28.72,0.0,0.0,22.75510232614278,0.0,0.0,0.0
28.82,0.0,0.0,24.940732513660564,0.0,0.0,0.0
28.92,0.0,0.0,22.745935625893825,0.0,0.0,0.0
29.02,0.0,0.0,36.67082257077403,0.0,0.0,0.0
29.12,0.0,0.0,37.254287129820476,0.0,0.0,0.0
29.22,0.0,0.0,25.225545778406886,0.0,0.0,0.0
29.32,0.0,0.0,22.372440715226986,0.0,0.0,0.0
29.419,0.0,0.0,22.46532798049974,0.0,0.0,0.0
29.52,0.0,0.0,22.266189785669113,0.0,0.0,0.0
29.62,0.0,0.0,23.87308919817763,0.0,0.0,0.0
29.719,0.0,0.0,23.285988228517763,0.0,0.0,0.0
29.82,0.0,0.0,26.229226293094452,0.0,0.0,0.0
29.92,0.0,0.0,25.312883794000594,0.0,0.0,0.0
30.02,0.0,0.0,26.835571199408882,0.0,0.0,0.0
30.12,0.0,0.0,24.31665312720777,0.0,0.0,0.0
30.22,0.0,0.0,24.699407533408365,0.0,0.0,0.0
30.319,0.0,0.0,35.29818896548269,0.0,0.0,0.0
30.42,0.0,0.0,38.35730483595998,0.0,0.0,0.0
30.52,0.0,0.0,37.34876236378018,0.0,0.0,0.0
30.62,0.0,0.0,39.49098582810486,0.0,0.0,0.0
30.72,0.0,0.0,43.91851568663742,0.0,0.0,0.0
30.82,0.0,0.0,47.57517177863051,0.0,0.0,0.0
30.922,0.0,0.0,40.886269595988985,0.0,0.0,0.0
31.02,0.0,0.0,15.330529103307901,0.0,0.0,0.0
31.12,0.0,0.0,32.00212006404578,0.0,0.0,0.0
31.22,0.0,0.0,51.21381551270477,0.0,0.0,0.0
31.32,0.0,0.0,23.70702255511253,0.0,0.0,0.0
31.42,0.0,0.0,39.19947326594217,0.0,0.0,0.0
31.52,0.0,0.0,42.75459963294059,0.0,0.0,0.0
31.62,0.0,0.0,24.863919942255283,0.0,0.0,0.0
31.72,0.0,0.0,27.64388921657798,0.0,0.0,0.0
31.819,0.0,0.0,27.148693886020887,0.0,0.0,0.0
31.92,0.0,0.0,30.98673856640671,0.0,0.0,0.0
32.02,0.0,0.0,24.372171826258665,0.0,0.0,0.0
32.123,0.0,0.0,21.291409200988205,0.0,0.0,0.0
32.22,0.0,0.0,34.028086097702406,0.0,0.0,0.0
32.319,0.0,0.0,22.567012840176837,0.0,0.0,0.0
32.42,0.0,0.0,21.123857419915826,0.0,0.0,0.0
32.519,0.0,0.0,30.370864826030434,0.0,0.0,0.0
32.62,0.0,0.0,40.77973657401506,0.0,0.0,0.0
32.72,0.0,0.0,30.575949163710654,0.0,0.0,0.0
32.82,0.0,0.0,32.15405601719547,0.0,0.0,0.0
32.92,0.0,0.0,36.29354596959885,0.0,0.0,0.0
33.02,0.0,0.0,35.97193350501821,0.0,0.0,0.0
33.12,0.0,0.0,38.737887824189166,0.0,0.0,0.0
33.22,0.0,0.0,39.443814856134445,0.0,0.0,0.0
33.32,0.0,0.0,39.477511182656855,0.0,0.0,0.0
33.42,0.0,0.0,39.64303244472034,0.0,0.0,0.0
33.52,0.0,0.0,37.54507433794209,0.0,0.0,0.0
33.62,0.0,0.0,38.694823682000454,0.0,0.0,0.0
33.72,0.0,0.0,38.29753471575473,0.0,0.0,0.0
33.82,0.0,0.0,40.514457246038575,0.0,0.0,0.0
33.92,0.0,0.0,44.37093872619411,0.0,0.0,0.0
34.02,0.0,0.0,37.99858327610372,0.0,0.0,0.0
34.12,0.0,0.0,49.70990604789242,0.0,0.0,0.0
34.22,0.0,0.0,46.27118773046482,0.0,0.0,0.0
34.32,0.0,0.0,43.82732139190658,0.0,0.0,0.0
34.42,0.0,0.0,48.15784133715958,0.0,0.0,0.0
34.52,0.0,0.0,46.86252466603479,0.0,0.0,0.0
34.62,0.0,0.0,50.831392484486706,0.0,0.0,0.0
34.72,0.0,0.0,46.186183107789965,0.0,0.0,0.0
34.82,0.0,0.0,45.54071978996254,0.0,0.0,0.0
34.92,0.0,0.0,54.560113538365414,0.0,0.0,0.0
35.021,0.0,0.0,45.20168377208743,0.0,0.0,0.0
35.119,0.0,0.0,50.85369697548266,0.0,0.0,0.0
35.22,0.0,0.0,45.15725764435179,0.0,0.0,0.0
35.32,0.0,0.0,48.02980786039348,0.0,0.0,0.0
35.42,0.0,0.0,38.09378468432285,0.0,0.0,0.0
35.52,0.0,0.0,41.19646433945962,0.0,0.0,0.0
35.62,0.0,0.0,46.04475157664252,0.0,0.0,0.0
35.72,0.0,0.0,39.296385435849714,0.0,0.0,0.0
35.819,0.0,0.0,43.576524736243634,0.0,0.0,0.0
35.92,0.0,0.0,53.23437791735678,0.0,0.0,0.0
36.02,5.340079651480943,1.1119492660084478,45.99997884360258,5.340079651480943,1.1119492660084478,0.0
36.12,5.340079651480943,1.1119492660084478,39.50888390354279,5.340079651480943,1.1119492660084478,0.0
36.22,5.340079651480943,1.1119492660084478,39.04221174174647,5.340079651480943,1.1119492660084478,0.0
36.32,5.340079651480943,1.1119492660084478,31.21569176456913,5.340079651480943,1.1119492660084478,0.0
36.42,5.340079651480943,1.1119492660084478,38.82446140031962,5.340079651480943,1.1119492660084478,0.0
36.52,5.340079651480943,1.1119492660084478,48.39344604005325,5.340079651480943,1.1119492660084478,0.0
36.62,5.340079651480943,1.1119492660084478,39.02192834759034,5.340079651480943,1.1119492660084478,0.0
36.72,5.340079651480943,1.1119492660084478,49.58570193835447,5.340079651480943,1.1119492660084478,0.0
36.82,5.340079651480943,1.1119492660084478,42.16873576965701,5.340079651480943,1.1119492660084478,0.0
36.922,5.340079651480943,1.1119492660084478,48.5644349745668,5.340079651480943,1.1119492660084478,0.0
37.02,7.976321504731526,2.0015086792892585,51.70053060093775,7.976321504731526,2.0015086792892585,0.0
37.12,7.976321504731526,2.0015086792892585,46.08238060365277,7.976321504731526,2.0015086792892585,0.0
37.22,7.976321504731526,2.0015086792892585,47.22174143753536,7.976321504731526,2.0015086792892585,0.0
37.32,7.976321504731526,2.0015086792892585,52.108665079819936,7.976321504731526,2.0015086792892585,0.0
37.42,7.976321504731526,2.0015086792892585,47.383783905401586,7.976321504731526,2.0015086792892585,0.0
37.52,7.976321504731526,2.0015086792892585,48.58782193723748,7.976321504731526,2.0015086792892585,0.0
37.62,7.976321504731526,2.0015086792892585,45.705683480288265,7.976321504731526,2.0015086792892585,0.0
37.72,7.976321504731526,2.0015086792892585,44.49735404427402,7.976321504731526,2.0015086792892585,0.0
37.82,7.976321504731526,2.0015086792892585,44.96784177693028,7.976321504731526,2.0015086792892585,0.0
37.92,7.976321504731526,2.0015086792892585,53.84777802996328,7.976321504731526,2.0015086792892585,0.0
38.02,11.761694422233015,2.2238985328069827,54.91561835587675,11.761694422233015,2.2238985328069827,0.0
38.12,11.761694422233015,2.2238985328069827,54.66463082313752,11.761694422233015,2.2238985328069827,0.0
38.22,11.761694422233015,2.2238985328069827,45.95566277635364,11.761694422233015,2.2238985328069827,0.0
38.32,11.761694422233015,2.2238985328069827,48.32266586844003,11.761694422233015,2.2238985328069827,0.0
38.42,11.761694422233015,2.2238985328069827,41.655339829680635,11.761694422233015,2.2238985328069827,0.0
38.52,11.761694422233015,2.2238985328069827,48.50130940109904,11.761694422233015,2.2238985328069827,0.0
38.621,11.761694422233015,2.2238985328069827,48.939242873006535,11.761694422233015,2.2238985328069827,0.0
38.72,11.761694422233015,2.2238985328069827,43.46816756375611,11.761694422233015,2.2238985328069827,0.0
38.82,11.761694422233015,2.2238985328069827,50.4906980406572,11.761694422233015,2.2238985328069827,0.0
38.92,11.761694422233015,2.2238985328069827,51.5514546860241,11.761694422233015,2.2238985328069827,0.0
39.02,16.42581462414136,3.3358477996055185,48.971889467594146,16.42581462414136,3.3358477996055185,0.0
39.12,16.42581462414136,3.3358477996055185,48.5700709970037,16.42581462414136,3.3358477996055185,0.0
39.22,16.42581462414136,3.3358477996055185,50.11489059606065,16.42581462414136,3.3358477996055185,0.0
39.32,16.42581462414136,3.3358477996055185,45.27539439362321,16.42581462414136,3.3358477996055185,0.0
39.42,16.42581462414136,3.3358477996055185,46.974625110540494,16.42581462414136,3.3358477996055185,0.0
39.52,16.42581462414136,3.3358477996055185,52.96360613218539,16.42581462414136,3.3358477996055185,0.0
39.62,16.42581462414136,3.3358477996055185,49.36847871727331,16.42581462414136,3.3358477996055185,0.0
39.72,16.42581462414136,3.3358477996055185,56.79647060953123,16.42581462414136,3.3358477996055185,0.0
39.82,16.42581462414136,3.3358477996055185,44.96302151842151,16.42581462414136,3.3358477996055185,0.0
39.92,16.42581462414136,3.3358477996055185,48.735940076823475,16.42581462414136,3.3358477996055185,0.0
40.02,21.292722660928987,3.3358477996055185,51.88324978134815,21.292722660928987,3.3358477996055185,0.0
40.12,21.292722660928987,3.3358477996055185,50.643843876921316,21.292722660928987,3.3358477996055185,0.0
40.22,21.292722660928987,3.3358477996055185,52.4149580106449,21.292722660928987,3.3358477996055185,0.0
40.32,21.292722660928987,3.3358477996055185,47.85136365815142,21.292722660928987,3.3358477996055185,0.0
40.42,21.292722660928987,3.3358477996055185,48.80140410934398,21.292722660928987,3.3358477996055185,0.0
40.52,21.292722660928987,3.3358477996055185,45.75446344866766,21.292722660928987,3.3358477996055185,0.0
40.62,21.292722660928987,3.3358477996055185,44.522735213547506,21.292722660928987,3.3358477996055185,0.0
40.72,21.292722660928987,3.3358477996055185,51.364682102041016,21.292722660928987,3.3358477996055185,0.0
